#string_protein_id,0
9606.ENSP00000220562,2137
9606.ENSP00000220592,27161
9606.ENSP00000220597,55824
9606.ENSP00000220616,7038
9606.ENSP00000220659,55290
9606.ENSP00000220669,79752
9606.ENSP00000220676,6101
9606.ENSP00000220751,8767
9606.ENSP00000220763,10404
9606.ENSP00000220764,1666
9606.ENSP00000220772,6422
9606.ENSP00000220809,5327
9606.ENSP00000220812,27121
9606.ENSP00000220822,263560;54332
9606.ENSP00000220849,3646
9606.ENSP00000220853,9694
9606.ENSP00000220913,54108
9606.ENSP00000220940,2765
9606.ENSP00000220966,65263
9606.ENSP00000221086,66036
9606.ENSP00000221114,10671
9606.ENSP00000221130,2936
9606.ENSP00000221132,8797
9606.ENSP00000221138,5516
9606.ENSP00000221166,4741
9606.ENSP00000221200,54793
9606.ENSP00000221233,56915
9606.ENSP00000221265,54623
9606.ENSP00000221307,4051
9606.ENSP00000221327,7733
9606.ENSP00000221399,7288
9606.ENSP00000221403,27294
9606.ENSP00000221418,1891
9606.ENSP00000221419,3191
9606.ENSP00000221421,3972
9606.ENSP00000221444,3743
9606.ENSP00000221452,5971
9606.ENSP00000221455,11129
9606.ENSP00000221459,64130
9606.ENSP00000221462,284352
9606.ENSP00000221466,2217
9606.ENSP00000221476,1158
9606.ENSP00000221480,92960
9606.ENSP00000221485,57030
9606.ENSP00000221486,10535
9606.ENSP00000221494,8175
9606.ENSP00000221496,268
9606.ENSP00000221498,27120
9606.ENSP00000221515,56729
9606.ENSP00000221538,81492
9606.ENSP00000221543,79735
9606.ENSP00000221561,166
9606.ENSP00000221566,6449
9606.ENSP00000221573,6618
9606.ENSP00000221665,84922
9606.ENSP00000221671,84167
9606.ENSP00000221700,8529
9606.ENSP00000221730,79852
9606.ENSP00000221742,6511
9606.ENSP00000221797,29124
9606.ENSP00000221801,2091
9606.ENSP00000221804,1178
9606.ENSP00000221847,10148
9606.ENSP00000221855,1155
9606.ENSP00000221856,79187
9606.ENSP00000221859,5438
9606.ENSP00000221891,333
9606.ENSP00000221922,26093
9606.ENSP00000221930,7040
9606.ENSP00000221954,1089
9606.ENSP00000221957,10226
9606.ENSP00000221972,155975;600352;973
9606.ENSP00000221973,3982
9606.ENSP00000221978,4818
9606.ENSP00000221980,7087
9606.ENSP00000221992,1048
9606.ENSP00000221996,1406
9606.ENSP00000222002,6822
9606.ENSP00000222005,11140
9606.ENSP00000222008,10567
9606.ENSP00000222032,84518
9606.ENSP00000222033,148066
9606.ENSP00000222115,3036
9606.ENSP00000222120,604476;9545
9606.ENSP00000222122,1628
9606.ENSP00000222139,2057
9606.ENSP00000222145,54922
9606.ENSP00000222214,2639
9606.ENSP00000222219,1777
9606.ENSP00000222224,79165
9606.ENSP00000222247,6142
9606.ENSP00000222248,6528
9606.ENSP00000222250,27106
9606.ENSP00000222254,5296
9606.ENSP00000222256,5864
9606.ENSP00000222271,1311;177150;264150;264160
9606.ENSP00000222284,10430
9606.ENSP00000222286,26330
9606.ENSP00000222305,7392
9606.ENSP00000222329,2077
9606.ENSP00000222330,2931
9606.ENSP00000222345,23094
9606.ENSP00000222374,199731
9606.ENSP00000222381,5444
9606.ENSP00000222382,64816
9606.ENSP00000222388,10061;114483834
9606.ENSP00000222390,3082
9606.ENSP00000222399,3912
9606.ENSP00000222402,51619
9606.ENSP00000222462,51384
9606.ENSP00000222481,1358
9606.ENSP00000222482,51200
9606.ENSP00000222511,85865
9606.ENSP00000222543,7980
9606.ENSP00000222547,10282
9606.ENSP00000222553,10135
9606.ENSP00000222567,221830
9606.ENSP00000222572,5445
9606.ENSP00000222573,3696
9606.ENSP00000222574,26959
9606.ENSP00000222584,6671
9606.ENSP00000222598,1749;605617
9606.ENSP00000222644,51678
9606.ENSP00000222673,4967
9606.ENSP00000222674,64111
9606.ENSP00000222693,858
9606.ENSP00000222718,3199
9606.ENSP00000222725,3955
9606.ENSP00000222726,3202
9606.ENSP00000222728,3203
9606.ENSP00000222747,23554
9606.ENSP00000222753,3209
9606.ENSP00000222792,1124;644086
9606.ENSP00000222800,83451
9606.ENSP00000222803,55033
9606.ENSP00000222812,6804
9606.ENSP00000222823,10392
9606.ENSP00000222968,11333
9606.ENSP00000222982,1577
9606.ENSP00000222990,29886
9606.ENSP00000223023,8976
9606.ENSP00000223026,23553
9606.ENSP00000223029,7965
9606.ENSP00000223061,5118
9606.ENSP00000223073,55131
9606.ENSP00000223095,5054
9606.ENSP00000223114,346606
9606.ENSP00000223127,8985
9606.ENSP00000223129,6119
9606.ENSP00000223136,51024
9606.ENSP00000223145,113263
9606.ENSP00000223167,93408
9606.ENSP00000223208,95681
9606.ENSP00000223210,643641
9606.ENSP00000223215,4232
9606.ENSP00000223273,57002
9606.ENSP00000223293,26157
9606.ENSP00000223321,5683
9606.ENSP00000223324,64983
9606.ENSP00000223357,165
9606.ENSP00000223364,58498
9606.ENSP00000223366,2645
9606.ENSP00000223369,10652
9606.ENSP00000223398,7461
9606.ENSP00000223459,146542
9606.ENSP00000223500,51510
9606.ENSP00000223528,2218
9606.ENSP00000223641,10952
9606.ENSP00000223642,227100;727
9606.ENSP00000223795,944
9606.ENSP00000223862,6013
9606.ENSP00000223864,55848
9606.ENSP00000224073,8721
9606.ENSP00000224140,214380;23064
9606.ENSP00000224181,733
9606.ENSP00000224337,29760
9606.ENSP00000224356,1592
9606.ENSP00000224652,11101
9606.ENSP00000224807,81855
9606.ENSP00000224862,79176
9606.ENSP00000224950,79991
9606.ENSP00000225171,56521
9606.ENSP00000225174,10105
9606.ENSP00000225235,23232
9606.ENSP00000225275,4353
9606.ENSP00000225276,10610
9606.ENSP00000225296,56919
9606.ENSP00000225298,51096
9606.ENSP00000225328,5026
9606.ENSP00000225371,8288
9606.ENSP00000225387,1411
9606.ENSP00000225388,57532
9606.ENSP00000225430,6143
9606.ENSP00000225474,1440
9606.ENSP00000225504,6827
9606.ENSP00000225512,7473
9606.ENSP00000225519,23729
9606.ENSP00000225525,30851
9606.ENSP00000225538,5023
9606.ENSP00000225550,8688
9606.ENSP00000225567,9570
9606.ENSP00000225573,55163
9606.ENSP00000225576,100533496;201158
9606.ENSP00000225577,6198
9606.ENSP00000225609,9487
9606.ENSP00000225655,5216
9606.ENSP00000225665,8402
9606.ENSP00000225688,51655
9606.ENSP00000225698,708
9606.ENSP00000225719,1362
9606.ENSP00000225724,9527
9606.ENSP00000225726,57003
9606.ENSP00000225728,51003
9606.ENSP00000225729,1819
9606.ENSP00000225737,11216
9606.ENSP00000225777,9144
9606.ENSP00000225792,1655
9606.ENSP00000225823,40;601948
9606.ENSP00000225831,158130;6347
9606.ENSP00000225842,6346
9606.ENSP00000225844,6357
9606.ENSP00000225899,3882
9606.ENSP00000225916,2648
9606.ENSP00000225927,4669
9606.ENSP00000225941,51225
9606.ENSP00000225964,1277;166240;259400
9606.ENSP00000225969,51264
9606.ENSP00000225972,55379
9606.ENSP00000225983,10014
9606.ENSP00000226004,1845
9606.ENSP00000226021,786
9606.ENSP00000226067,3131
9606.ENSP00000226091,1949
9606.ENSP00000226105,29098
9606.ENSP00000226193,5957
9606.ENSP00000226207,4619
9606.ENSP00000226218,7448
9606.ENSP00000226225,7126
9606.ENSP00000226230,27346
9606.ENSP00000226247,8456
9606.ENSP00000226253,230
9606.ENSP00000226279,952
9606.ENSP00000226284,3381
9606.ENSP00000226299,51056
9606.ENSP00000226317,6372
9606.ENSP00000226319,79960
9606.ENSP00000226355,173
9606.ENSP00000226382,8929
9606.ENSP00000226413,152761;2798
9606.ENSP00000226432,80157
9606.ENSP00000226444,6783
9606.ENSP00000226460,26952
9606.ENSP00000226524,5197
9606.ENSP00000226574,4790
9606.ENSP00000226578,4126
9606.ENSP00000226730,3558
9606.ENSP00000226760,605957;7466
9606.ENSP00000226796,54433
9606.ENSP00000226798,2483
9606.ENSP00000226951,116449
9606.ENSP00000227065,25854
9606.ENSP00000227155,151540;3732
9606.ENSP00000227163,6688
9606.ENSP00000227266,1075;311750
9606.ENSP00000227322,8882
9606.ENSP00000227348,56253
9606.ENSP00000227349,79864
9606.ENSP00000227451,23220
9606.ENSP00000227471,81622
9606.ENSP00000227474,83480
9606.ENSP00000227507,595
9606.ENSP00000227520,79080
9606.ENSP00000227524,27339
9606.ENSP00000227525,79073
9606.ENSP00000227638,24145
9606.ENSP00000227667,345
9606.ENSP00000227752,3587
9606.ENSP00000227756,374378
9606.ENSP00000227868,8050
9606.ENSP00000227880,51296
9606.ENSP00000227918,4250
9606.ENSP00000228027,84649
9606.ENSP00000228136,10944
9606.ENSP00000228251,8531
9606.ENSP00000228280,4254
9606.ENSP00000228284,9733
9606.ENSP00000228318,5250
9606.ENSP00000228347,55703
9606.ENSP00000228434,969
9606.ENSP00000228437,11108
9606.ENSP00000228438,9976
9606.ENSP00000228463,6404
9606.ENSP00000228468,41
9606.ENSP00000228476,1610
9606.ENSP00000228495,83892
9606.ENSP00000228506,9761
9606.ENSP00000228515,81566
9606.ENSP00000228534,51561
9606.ENSP00000228567,341359
9606.ENSP00000228606,1594
9606.ENSP00000228641,4618
9606.ENSP00000228644,4617
9606.ENSP00000228682,2735
9606.ENSP00000228705,57460
9606.ENSP00000228740,4048
9606.ENSP00000228741,2004;600401
9606.ENSP00000228799,55846
9606.ENSP00000228811,11272
9606.ENSP00000228820,57097
9606.ENSP00000228825,10094
9606.ENSP00000228837,2251
9606.ENSP00000228841,4633
9606.ENSP00000228843,10635
9606.ENSP00000228850,10566
9606.ENSP00000228865,1389
9606.ENSP00000228872,1027
9606.ENSP00000228887,55507
9606.ENSP00000228918,4055
9606.ENSP00000228928,4940
9606.ENSP00000228936,420;603087
9606.ENSP00000228938,4256
9606.ENSP00000228945,397
9606.ENSP00000229002,79785
9606.ENSP00000229030,11211
9606.ENSP00000229134,55801
9606.ENSP00000229135,3458
9606.ENSP00000229179,57122
9606.ENSP00000229195,4848
9606.ENSP00000229214,11103
9606.ENSP00000229238,51258
9606.ENSP00000229239,2597
9606.ENSP00000229243,84519
9606.ENSP00000229264,2784
9606.ENSP00000229266,56994
9606.ENSP00000229268,8078
9606.ENSP00000229270,7167
9606.ENSP00000229281,113246;601377
9606.ENSP00000229304,339
9606.ENSP00000229307,79923
9606.ENSP00000229314,51026
9606.ENSP00000229328,5564
9606.ENSP00000229329,55907
9606.ENSP00000229330,29915
9606.ENSP00000229332,50856
9606.ENSP00000229335,57379
9606.ENSP00000229340,11021
